--- scanner 0 ---
-50 , -75 , -130
-590 , -472 , 837
-655 , 609 , -741
668 , -620 , -642
445 , -471 , 778
-569 , -546 , 847
428 , -456 , 512
-595 , -496 , 721
-733 , 580 , -773
-563 , -421 , -755
-669 , -469 , -660
627 , 498 , -828
-799 , 779 , 496
-860 , 721 , 542
-820 , 593 , 474

--- scanner 8 ---
-529 , -800 , -663
-519 , -804 , -548
429 , 586 , -739
-271 , -446 , 298
718 , -595 , 433
-505 , 874 , 549
-562 , 915 , -663
-615 , -744 , -599
729 , -465 , 576
-351 , -448 , 484
529 , 673 , -792
-305 , -378 , 358
68 , 62 , -144
-498 , 758 , 443
-528 , 921 , -676
836 , 447 , 389
828 , 496 , 282
796 , -252 , -643
491 , 568 , -794
652 , -655 , 604
-492 , 843 , 471
653 , -220 , -636
-460 , 928 , -798
941 , 563 , 313
115 , 182 , 1
609 , -266 , -662

--- scanner 9 ---
-819 , 852 , 614
394 , -662 , 498
568 , 852 , -774
488 , 781 , -737
672 , 703 , 417
664 , 815 , 337
-652 , 823 , 627
-498 , -699 , -457
-595 , -407 , 492
568 , -624 , -636
-645 , 483 , -572
-575 , -738 , -387
-47 , -82 , 73
546 , -691 , -514
-697 , -420 , 627
442 , 847 , -625
356 , -767 , 496
671 , 696 , 375
-460 , -665 , -335
-745 , 394 , -655
-663 , -414 , 614
-865 , 431 , -584
-637 , 806 , 657
700 , -697 , -627
294 , -749 , 551

--- scanner 10 ---
-12 , 120 , 29
342 , -679 , 939
-530 , -282 , -501
809 , 684 , 468
-489 , -308 , -416
-572 , 350 , -621
403 , -504 , -359
-577 , 584 , -627
-403 , -417 , 730
66 , 14 , 156
-414 , 664 , 519
-598 , -372 , 703
-650 , -300 , -397
506 , -519 , -372
884 , 650 , 644
765 , 612 , 643
394 , -441 , -371
-462 , -268 , 718
374 , 674 , -418
308 , -514 , 945
-398 , 839 , 455
344 , 592 , -336
-363 , 708 , 493
479 , 717 , -344
-623 , 433 , -604
432 , -593 , 859

--- scanner 11 ---
721 , 554 , -891
444 , -637 , 666
415 , 541 , 607
-4 , -2 , -29
54 , -154 , -162
-531 , 217 , 404
451 , -510 , -532
-830 , 606 , -713
742 , 640 , -928
435 , -574 , 654
520 , 584 , 681
-448 , -441 , 609
385 , 459 , 689
-536 , 451 , 398
458 , -571 , -743
831 , 592 , -921
-565 , -611 , -534
475 , -586 , -477
-790 , 478 , -781
-539 , -661 , -408
547 , -652 , 653
-769 , 664 , -759
-489 , -415 , 524
-560 , -587 , -418
-582 , 300 , 421
-609 , -433 , 628

--- scanner 12 ---
614 , -377 , 406
-831 , -552 , -694
-699 , 527 , 733
618 , -754 , -829
-958 , -411 , 621
422 , 745 , 840
-816 , 509 , 841
703 , -425 , 413
417 , 849 , 798
657 , 605 , -787
453 , -689 , -793
-820 , -338 , -700
341 , 772 , 775
784 , 649 , -719
-589 , 670 , -575
-918 , -539 , 553
-897 , -353 , 575
593 , -463 , 443
-695 , 463 , 855
-179 , 130 , 79
-525 , 513 , -626
529 , -634 , -749
610 , 703 , -736
-46 , 45 , -33
-442 , 661 , -574
-753 , -523 , -662

--- scanner 13 ---
-668 , 550 , -909
-14 , -89 , -112
725 , 384 , 273
386 , 456 , -824
601 , 374 , 373
-506 , -530 , 793
-472 , -593 , 594
-321 , -689 , -787
-591 , 472 , 657
-298 , -801 , -717
-739 , 591 , -821
586 , 482 , 310
-537 , 485 , 637
530 , -740 , -493
-284 , -693 , -749
337 , 419 , -724
566 , -627 , -474
790 , -606 , 531
38 , 37 , 33
680 , -562 , 471
347 , -647 , -501
401 , 425 , -618
-473 , -626 , 699
-718 , 544 , -944
782 , -447 , 498
-463 , 561 , 599

--- scanner 14 ---
551 , 821 , 732
-578 , 311 , -780
558 , 481 , -467
-688 , -548 , -475
743 , -667 , -230
628 , -740 , -282
-667 , 431 , -700
384 , 850 , 719
-866 , -523 , 640
608 , -409 , 597
-743 , 376 , -744
-94 , -25 , 89
458 , 392 , -550
-849 , -538 , 906
566 , 804 , 762
506 , -422 , 732
-493 , 640 , 462
-603 , 602 , 492
705 , -701 , -352
-582 , 688 , 455
338 , 429 , -479
-873 , -462 , 851
540 , -416 , 719
-626 , -687 , -514
-686 , -729 , -363

--- scanner 15 ---
-443 , -746 , -702
374 , 592 , 739
-559 , 814 , 597
410 , -590 , 763
388 , 658 , -670
-518 , 788 , 682
365 , 655 , 727
-609 , 568 , -335
-630 , 642 , -345
565 , -671 , -858
381 , 719 , -459
405 , 643 , -404
-401 , -883 , 438
553 , -533 , -843
-679 , 796 , 701
696 , -559 , -892
-638 , -907 , 409
-527 , -756 , -725
-383 , -789 , -624
-545 , -889 , 430
477 , 577 , 726
39 , -67 , -80
-635 , 618 , -461
320 , -674 , 773
-81 , 23 , 58
335 , -451 , 739

--- scanner 16 ---
578 , 603 , 755
691 , 754 , -487
698 , 638 , -593
82 , 38 , -20
-807 , -452 , 923
-791 , -415 , -382
792 , -522 , 559
-736 , -364 , 834
-723 , 539 , 836
845 , -568 , -552
-847 , 618 , 922
838 , -475 , 610
456 , 638 , 739
-761 , 691 , -394
891 , -498 , -678
-716 , -554 , -358
-752 , 628 , -382
925 , -566 , -738
704 , 723 , -565
-806 , -638 , -348
922 , -511 , 667
551 , 493 , 779
-813 , 453 , 916
145 , -64 , 153
-689 , -357 , 861
-649 , 613 , -395

--- scanner 17 ---
630 , 754 , 664
-704 , -436 , 805
-686 , -597 , -431
662 , -388 , -587
532 , -382 , -631
-439 , 825 , 569
738 , -620 , 400
556 , 781 , -717
-651 , -805 , -461
-750 , 627 , -984
822 , -610 , 423
688 , 850 , -711
-413 , 747 , 459
-775 , -343 , 674
635 , 778 , 780
656 , 704 , 790
-657 , 649 , -840
-56 , 150 , -53
662 , 829 , -812
-333 , 808 , 451
109 , 68 , -112
-553 , 605 , -936
599 , -442 , -682
-813 , -465 , 708
882 , -653 , 501
-612 , -682 , -541

--- scanner 18 ---
-704 , -552 , -283
-568 , -606 , 679
166 , -33 , -2
469 , -471 , 600
53 , -15 , 169
731 , 565 , -601
-422 , 501 , -373
833 , 680 , -574
668 , -846 , -372
-684 , -634 , -306
-421 , 534 , -478
400 , -563 , 505
-627 , -703 , -258
-505 , 665 , 549
726 , 466 , 662
465 , -618 , 629
-505 , -552 , 774
841 , 521 , -541
-611 , 617 , 644
664 , 605 , 701
618 , -804 , -401
-479 , 686 , 650
666 , 424 , 813
557 , -893 , -472
-455 , 597 , -279
-635 , -546 , 730

--- scanner 19 ---
511 , 835 , -678
-455 , 895 , 462
578 , 650 , -640
664 , -505 , 948
696 , -359 , -553
95 , 161 , 23
-538 , 790 , -336
-472 , 749 , -391
-283 , 888 , 439
35 , 30 , 133
-431 , -384 , 727
638 , -455 , 822
-405 , -462 , 617
434 , 820 , 597
670 , -380 , -654
-307 , 784 , 460
-385 , 699 , -327
500 , 621 , -672
-325 , -401 , 609
564 , -428 , -559
-649 , -560 , -682
373 , 762 , 643
-545 , -604 , -778
643 , -431 , 938
413 , 634 , 575
-742 , -582 , -826

--- scanner 20 ---
-782 , 533 , -600
577 , -670 , 596
550 , -780 , 620
690 , -519 , -646
-347 , 543 , 286
-848 , -655 , 763
-753 , -645 , -541
595 , 320 , 413
586 , 395 , 321
697 , -635 , -752
63 , -4 , -75
-724 , -734 , 677
-812 , 451 , -518
-650 , -660 , -554
-677 , 576 , -526
525 , 309 , -882
703 , -550 , -724
466 , 262 , -890
138 , -191 , -24
-391 , 471 , 461
5 , -154 , -175
-272 , 509 , 462
-762 , -582 , -553
529 , 400 , -858
551 , 219 , 373
455 , -635 , 580
-814 , -820 , 757

--- scanner 21 ---
910 , -377 , 514
723 , 844 , 627
717 , 759 , 599
944 , -445 , 454
-411 , -402 , -821
755 , 929 , -642
-733 , 749 , 810
-630 , 734 , 797
-742 , 812 , 798
-772 , -294 , 810
-542 , -514 , -787
-554 , -376 , -772
710 , 875 , 705
-726 , 876 , -388
864 , -447 , 640
653 , 916 , -507
-702 , 800 , -333
-697 , -433 , 834
696 , -803 , -392
-787 , -517 , 844
687 , 922 , -520
600 , -743 , -443
168 , 22 , 64
35 , 160 , -4
-719 , 815 , -599
686 , -799 , -507

--- scanner 22 ---
-684 , -529 , 817
688 , -823 , 728
418 , 503 , -473
143 , -102 , -72
684 , -657 , -547
861 , 544 , 559
651 , -801 , -476
-435 , 620 , 821
638 , -781 , 699
740 , -742 , -521
577 , -870 , 628
601 , 410 , -465
853 , 703 , 526
-401 , 557 , 622
-213 , 457 , -721
-402 , 524 , 727
-575 , -962 , -528
751 , 588 , 499
-534 , -834 , -580
-227 , 349 , -689
64 , -6 , 66
-664 , -611 , 794
-607 , -680 , 842
637 , 523 , -446
-578 , -716 , -522
-250 , 461 , -759

--- scanner 23 ---
-697 , 352 , -348
569 , -432 , 514
-72 , 44 , 111
627 , 406 , 809
-621 , 581 , 391
788 , 473 , -390
-664 , -819 , 596
399 , -877 , -834
-655 , -566 , -584
-784 , -782 , 667
523 , -366 , 626
-689 , -473 , -636
729 , 378 , 728
628 , 410 , 711
-564 , -730 , 679
698 , 673 , -393
-673 , 334 , -384
-525 , 432 , 427
649 , -361 , 477
-485 , 528 , 420
-680 , 310 , -500
90 , -151 , 68
655 , 518 , -370
312 , -946 , -770
-590 , -592 , -584
328 , -865 , -773

--- scanner 24 ---
-519 , -780 , 365
634 , -802 , 649
-674 , -902 , -562
105 , -13 , 47
-667 , -878 , -446
-662 , 634 , -635
-479 , -684 , 358
465 , 735 , -700
-522 , 563 , 663
704 , -539 , -455
430 , 788 , -740
757 , 463 , 300
-606 , 678 , 646
677 , 509 , 447
794 , -739 , -452
-657 , 639 , -463
-706 , 723 , -627
735 , -834 , 666
-595 , 597 , 832
575 , 753 , -793
661 , -694 , -432
-62 , -53 , -53
633 , -806 , 747
678 , 478 , 454
-691 , -860 , -410
-615 , -631 , 329

--- scanner 25 ---
-88 , -2 , 183
481 , -638 , 656
430 , 843 , 894
403 , 646 , -325
-552 , 347 , -658
-682 , -806 , 619
589 , -512 , 657
-811 , -876 , 562
46 , 20 , 5
-645 , 329 , -679
-408 , 353 , -650
313 , 562 , -315
-751 , 608 , 536
-891 , -835 , 586
-782 , -588 , -759
532 , -481 , 701
608 , -600 , -639
383 , 836 , 867
328 , 785 , -349
-743 , 771 , 567
312 , 748 , 956
-732 , 528 , 535
533 , -558 , -702
-793 , -511 , -554
-720 , -497 , -765
617 , -627 , -786

--- scanner 26 ---
-568 , -772 , -612
494 , -776 , -703
-689 , -900 , -640
-512 , 342 , -573
-765 , 275 , 568
699 , 741 , 525
-508 , -580 , 448
-558 , -627 , 403
458 , 437 , -494
-58 , -10 , 44
695 , -517 , 623
620 , 487 , -556
452 , -788 , -603
689 , 705 , 415
-929 , 305 , 541
-675 , 407 , -619
-479 , 414 , -562
703 , 679 , 347
665 , -494 , 791
527 , 477 , -407
-128 , -173 , -52
-583 , -591 , 511
-698 , -736 , -517
727 , -545 , 827
409 , -839 , -773
-841 , 423 , 619

--- scanner 27 ---
-494 , -743 , -529
142 , -20 , -6
-668 , -374 , 657
-551 , 568 , -817
719 , -374 , -731
-500 , 538 , 730
-415 , 515 , -788
-491 , 385 , 820
-538 , 427 , 747
697 , 393 , -399
815 , -411 , 380
799 , 365 , -480
822 , -530 , 418
-486 , -420 , 700
757 , 702 , 526
-455 , 419 , -781
-501 , -403 , 670
716 , 626 , 631
698 , 397 , -497
78 , -157 , 120
593 , -379 , -582
823 , -523 , 460
639 , -445 , -694
-594 , -832 , -612
682 , 640 , 457
-714 , -795 , -541
